Course Name,Course Title,First Name,Last Name,Term,InvitedCount,RespondentCount,%ResponseRatio,"Excluding class sessions, estimate the average number of hours per week spent in preparation or review. - Mean","Overall, did the instructor convey the course material clearly? - Mean","Overall, did the instructor convey the course material in an interesting way? - Mean","Did you take away useful tools, concepts, and/or insights from this course? - Mean",How much did you get out of this course? - Mean,Would you recommend this course to other students? - Mean
41203 81,Financial Econometrics,Jeffrey R,Russell,Autumn 2021,41,28,68.29,6.21,4.64,4.43,4.61,4.5,4.39
41203 81,Financial Econometrics,Jeffrey R,Russell,Winter 2020,31,16,51.61,7.25,4.44,4.44,4.44,4.06,4.06
41203-01,Financial Econometrics,Jeffrey R,Russell,Winter 2016,21,16,76.19,8.06,4.56,4.5,4.63,4.63,4.44
41203-01,Financial Econometrics,Jeffrey R,Russell,Winter 2017,13,14,107.69,4.36,4.71,4.57,4.57,4.29,4.5
41203-01,Financial Econometrics,Jeffrey R,Russell,Winter 2018,16,16,100,11.44,4.56,4.06,4.44,4.31,4.06
41203-01,Financial Econometrics,Jeffrey R,Russell,Winter 2019,19,16,84.21,11.69,4.56,4.25,4.31,4.25,4.25
41203-81,Financial Econometrics,Jeffrey R,Russell,Winter 2017,33,26,78.79,5.23,4.38,4.23,4.12,4.12,4.19
41203-81,Financial Econometrics,Jeffrey R,Russell,Winter 2018,34,30,88.24,15.57,4.43,4.33,4.4,4.3,4.27
41203-81,Financial Econometrics,Jeffrey R,Russell,Winter 2019,33,27,81.82,13,4.52,4.37,4.33,4.22,4.26
41203-85,Financial Econometrics,Jeffrey R,Russell,Winter 2016,30,28,93.33,9.29,4.36,4.32,4.46,4.32,4.39
41204 01,Machine Learning,Mladen,Kolar,Winter 2020,61,34,55.74,8.09,3.35,3.41,4.12,3.65,3.5
41204 01,Machine Learning,Mladen,Kolar,Winter 2021,55,32,58.18,9.25,4.25,4.19,4.78,4.5,4.28
41204 01,Machine Learning,Mladen,Kolar,Winter 2022,60,39,65,12.77,3.23,3,3.97,3.36,3.1
41204 02,Machine Learning,Mladen,Kolar,Winter 2022,56,43,76.79,12.95,3.93,3.81,4.12,4.02,3.88
41204 81,Machine Learning,Mladen,Kolar,Winter 2020,36,22,61.11,9.32,3.73,3.55,4.5,4.18,4
41204 81,Machine Learning,Mladen,Kolar,Winter 2021,45,27,60,10.63,4.56,4.26,4.52,4.48,4.52
41204 81,Machine Learning,Mladen,Kolar,Winter 2022,51,31,60.78,10.58,4.23,3.9,4.61,4.29,4.03
41204 85,Machine Learning,Mladen,Kolar,Winter 2020,40,24,60,9.08,3.79,3.46,4.58,4.17,4.21
41204 85,Machine Learning,Mladen,Kolar,Winter 2021,46,31,67.39,13.94,4.42,4.1,4.65,4.29,4.39
41204-01,Machine Learning,Mladen,Kolar,Winter 2017,55,51,92.73,12.27,3.82,3.86,4.45,4.29,4.16
41204-01,Machine Learning,Mladen,Kolar,Winter 2018,58,50,86.21,9.74,3.58,3.48,4.58,4.3,4.04
41204-01,Machine Learning,Mladen,Kolar,Winter 2019,59,44,74.58,11.59,2.95,2.88,3.7,3.37,2.95
41204-81,Machine Learning,Mladen,Kolar,Winter 2017,59,48,81.36,23.13,3.92,3.98,4.63,4.48,4.35
41204-81,Machine Learning,Mladen,Kolar,Winter 2018,58,43,74.14,8.37,3.95,3.95,4.63,4.48,4.31
41204-81,Machine Learning,Mladen,Kolar,Winter 2019,60,55,91.67,16.35,3.75,3.64,4.36,3.96,3.98
41204-85,Machine Learning,Mladen,Kolar,Winter 2017,55,47,85.45,18.64,4.13,4.09,4.53,4.34,4.23
41205-01,Data Analysis with R,Paul,Hahn,Autumn 2017,34,5,14.71,7.4,4,4.6,4.6,4.4,4.4
41205-81,Data Analysis with R,Paul,Hahn,Autumn 2017,19,16,84.21,3.63,4.5,4.81,4.75,4.56,4.69
41205-85,Data Analysis with R,Paul,Hahn,Autumn 2017,11,13,118.18,4.69,4.85,4.85,4.77,4.92,4.85
41205-85,Data Analysis with R,Paul,Hahn,Summer 2018,19,17,89.47,16.18,4.41,4.18,4.41,4.35,3.88
41301 01,"StatInsight:Mrktg,Consult,Entr",Gilula, Zvi,Autumn 2019,34,31,91.2,3.2,3.7,3.8,3.9,3.7,3.7
41301 01,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Zvi,Gilula,Autumn 2020,7,4,57.14,3.75,3.5,4,4,4,3.75
41301 01,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Zvi,Gilula,Autumn 2021,25,15,60,3.2,3.73,3.87,4.13,3.8,3.87
41301 02,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Zvi,Gilula,Autumn 2020,13,12,92.31,3.58,4.42,4.08,4.33,4.25,4.17
41301 81,"StatInsight:Mrktg,Consult,Entr",Gilula, Zvi,Autumn 2019,29,25,86.2,3.3,3.9,3.9,4.0,3.9,3.8
41301 81,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Zvi,Gilula,Autumn 2021,25,12,48,3.67,3.5,3.58,4.08,3.67,3.33
41301 81,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Zvi,Gilula,Summer 2020,40,29,72.5,6.17,3.62,3.66,3.9,3.45,3.38
41301 81,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Zvi,Gilula,Summer 2021,31,12,38.71,3.75,3.08,3.08,3.75,3.33,3
41301-01,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Zvi,Gilula,Autumn 2016,36,32,88.89,3.44,3.81,3.84,3.94,3.75,3.81
41301-01,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Zvi,Gilula,Autumn 2017,20,17,85,2.88,4.12,4.18,4.06,3.94,4.12
41301-81,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Zvi,Gilula,Autumn 2017,22,18,81.82,4.22,3.44,3.83,3.72,3.61,3.56
41301-81,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Zvi,Gilula,Autumn 2018,39,34,87.18,3.59,4.03,4,3.94,3.71,3.79
41301-81,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Zvi,Gilula,Summer 2016,34,31,91.18,6.48,3.94,4,4.19,3.94,4.16
41301-81,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Zvi,Gilula,Summer 2017,40,35,87.5,3.49,4.06,4.14,4.26,3.97,4.03
41301-81,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Zvi,Gilula,Summer 2018,38,30,78.95,3.33,4.23,3.87,4.4,4.07,4.03
41301-81,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Zvi,Gilula,Summer 2019,39,36,92.31,3.28,3.83,4.11,3.94,3.78,3.89
41901 50,Probability and Statistics,Polson, Nicholas,Autumn 2019,17,16,94.1,5.4,3.4,4.4,3.8,3.6,3.8
41901 50,Probability and Statistics,Tetsuya,Kaji,Autumn 2020,17,12,70.59,4.42,4.08,4,4,3.75,3.83
41901 50,Probability and Statistics,Tetsuya,Kaji,Autumn 2021,18,11,61.11,3.36,4.27,4.27,4.18,4,4
41901-01,Probability and Statistics,Nicholas G,Polson,Autumn 2016,17,11,64.71,14.18,3.55,4.36,4.09,3.73,3.91
41901-50,Probability and Statistics,Nicholas G,Polson,Autumn 2017,13,12,92.31,5.17,4.25,4.58,4.25,4,4.33
41901-50,Probability and Statistics,Nicholas G,Polson,Autumn 2018,12,6,50,6.83,4.33,4.5,4.5,4.33,4.5
41902 50,Statistical Inference,Dacheng,Xiu,Winter 2020,19,14,73.68,7.5,4.64,4.43,4.86,4.64,4.64
41902 50,Statistical Inference,Dacheng,Xiu,Winter 2021,34,21,61.76,7.19,4.38,4.29,4.29,4.05,4.24
41902 50,Statistical Inference,Dacheng,Xiu,Winter 2022,29,24,82.76,5.71,4.71,4.58,4.63,4.5,4.54
41902-01,Statistical Inference,Dacheng,Xiu,Winter 2016,10,8,80,8.13,4.75,4.63,5,4.63,4.5
41902-50,Statistical Inference,Dacheng,Xiu,Winter 2017,14,10,71.43,6.4,3.5,3.3,3.2,3,3.6
41902-50,Statistical Inference,Dacheng,Xiu,Winter 2018,10,9,90,6.11,4.67,4.56,4.78,4.56,4.67
41902-50,Statistical Inference,Dacheng,Xiu,Winter 2019,8,8,100,28.88,3.63,3.25,3.63,3.63,3.5
41903 50,Applied Econometrics,Christian,Hansen,Spring 2020,23,11,47.83,6.82,4.91,4.91,5,5,5
41903 50,Applied Econometrics,Christian,Hansen,Spring 2021,31,15,48.39,7.87,4.67,4.6,4.73,4.73,4.73
41903-01,Applied Econometrics,Christian,Hansen,Spring 2016,8,8,100,22,5,5,5,4.75,4.88
41903-50,Applied Econometrics,Christian,Hansen,Spring 2017,11,10,90.91,17.1,4.9,4.8,4.8,4.9,4.9
41903-50,Applied Econometrics,Christian,Hansen,Spring 2018,11,12,109.09,7.75,5,5,5,5,5
41903-50,Applied Econometrics,Christian,Hansen,Spring 2019,17,14,82.35,10.64,4.79,4.86,4.93,4.86,5
41910 50,Time-series Analysis for Forecasting and Model Building,Jeffrey R,Russell,Autumn 2020,5,4,80,7,4.75,4.5,4.75,4.5,4.5
41910 50,Time-series Analysis for Forecasting and Model Building,Jeffrey R,Russell,Autumn 2021,8,5,62.5,21.8,4.8,4.4,3.8,3.8,3.4
41910 50,Time-series Analysis for Forecasting and Model Building,Jeffrey R,Russell,Winter 2020,4,2,50,7,5,4.5,4,3.5,4
41910-50,Time-series Analysis for Forecasting and Model Building,Jeffrey R,Russell,Winter 2017,30,21,70,29.86,4.57,4.52,4.71,4.52,4.52
41910-50,Time-series Analysis for Forecasting and Model Building,Jeffrey R,Russell,Winter 2018,14,14,100,14.5,4.5,4.5,4.64,4.29,4.57
41910-50,Time-series Analysis for Forecasting and Model Building,Jeffrey R,Russell,Winter 2019,21,18,85.71,24.5,4.78,4.61,4.61,4.39,4.39
41911-50,Advanced Econometrics ,Daniel,McDonald,Autumn 2018,10,6,60,21.17,4.83,4.83,5,4.83,5
41912 50,Applied Multivariate Analysis,Ruey-Shiong,Tsay,Spring 2020,12,6,50,8.83,4.17,3.83,4.83,4.67,4.5
41912-01,Applied Multivariate Analysis,Ruey-Shiong,Tsay,Spring 2016,4,4,100,31,4.25,4,4.5,4.25,4.25
41912-50,Applied Multivariate Analysis,Ruey-Shiong,Tsay,Spring 2018,7,5,71.43,6,5,5,5,5,5
41913-01,Bayesian Inference,Robert,Gramacy,Spring 2016,18,15,83.33,9.93,4.6,4.33,4.8,4.4,4.53
41913-50,Bayesian Inference,Paul,Hahn,Spring 2017,7,7,100,21,4.57,4.86,4.57,4.57,4.86
41914 50,Multivariate Time Series Analysis,Ruey-Shiong,Tsay,Spring 2021,2,1,50,4,5,3,5,4,4
41914-50,Multivariate Time Series Analysis,Ruey-Shiong,Tsay,Spring 2017,12,9,75,26.44,4.78,4.33,4.78,4.78,4.78
41914-50,Multivariate Time Series Analysis,Ruey-Shiong,Tsay,Spring 2019,15,9,60,7,4.22,3.56,4.56,4.22,3.89
41916 50,"Bayes, AI and Deep Learning",Nicholas G,Polson,Autumn 2020,23,14,60.87,4.86,3.29,4,3.29,3.21,3.07
41916 50,"Bayes, AI and Deep Learning",Nicholas G,Polson,Autumn 2021,16,7,43.75,6.14,3.86,4.71,4.14,4.14,3.86
42001 01,Competitive Strategy,Syverson, Chad,Autumn 2019,62,49,79,3.2,4.8,4.7,4.3,4.3,4.7
42001 01,Competitive Strategy,Eric,Budish,Winter 2021,70,41,58.57,3.51,4.34,4.29,4.15,3.66,3.95
42001 01,Competitive Strategy,Thomas,Covert,Autumn 2021,65,52,80,3.69,4.33,4.29,4,3.56,3.77
42001 01,Competitive Strategy,Jacob,Leshno,Spring 2020,59,15,25.42,4.33,4.47,4.13,4.33,3.93,4.2
42001 01,Competitive Strategy,Neale,Mahoney,Winter 2020,62,41,66.13,4.51,4.27,4.07,4.07,3.68,4.07
42001 01,Competitive Strategy,Yoad,Shefi,Spring 2021,63,33,52.38,3.61,3.24,2.79,3.27,2.97,2.91
42001 01,Competitive Strategy,Chad,Syverson,Autumn 2020,69,45,65.22,3.31,4.02,3.96,3.82,3.67,3.78
42001 01,Competitive Strategy,Eric,Budish,Winter 2022,39,16,41.03,3.75,4.56,4.31,4.19,4.13,4.19
42001 02,Competitive Strategy,Covert, Thomas,Autumn 2019,63,51,81,3.7,4.4,4.2,4.1,4.1,4.3
42001 02,Competitive Strategy,Thomas,Covert,Autumn 2021,64,47,73.44,3.72,4.43,4.49,4.15,3.74,4.06
42001 02,Competitive Strategy,Jacob,Leshno,Spring 2020,50,10,20,5.4,4.7,4.7,4.5,4.2,4.5
42001 02,Competitive Strategy,Jacob,Leshno,Winter 2021,59,38,64.41,3.95,3.89,3.84,3.79,3.61,3.66
42001 02,Competitive Strategy,Neale,Mahoney,Winter 2020,64,33,51.56,4.58,4.36,4.03,3.94,3.64,3.91
42001 02,Competitive Strategy,Sonia,Marciano,Spring 2021,53,25,47.17,3.28,3.76,4.16,3.92,3.8,3.84
42001 02,Competitive Strategy,Thomas,Wollmann,Autumn 2020,53,32,60.38,3.38,4.69,4.63,4.47,4.28,4.38
42001 02,Competitive Strategy,Eric,Budish,Winter 2022,58,24,41.38,4.71,4.46,4.33,4.25,4,4.21
42001 03,Competitive Strategy,Covert, Thomas,Autumn 2019,58,40,69,3.5,4.4,4.2,4.3,4.1,4.3
42001 03,Competitive Strategy,Eric,Budish,Winter 2020,58,29,50,4.79,4.24,4.21,4.21,3.9,4.14
42001 03,Competitive Strategy,Jacob,Leshno,Winter 2021,60,43,71.67,4.12,4.47,4.3,4.33,3.98,4.21
42001 03,Competitive Strategy,Thomas,Wollmann,Autumn 2020,31,15,48.39,4.07,4.6,4.6,4.4,4.4,4.4
42001 03,Competitive Strategy,Thomas,Wollmann,Autumn 2021,60,38,63.33,3.58,4.82,4.92,4.66,4.58,4.74
42001 04,Competitive Strategy,Wollmann, Thomas,Autumn 2019,55,47,85.5,3.8,4.8,5.0,4.6,4.6,4.7
42001 04,Competitive Strategy,Thomas,Covert,Autumn 2020,52,36,69.23,4.81,4.14,4.17,4.19,3.89,3.89
42001 04,Competitive Strategy,Thomas,Wollmann,Autumn 2021,56,36,64.29,3.94,4.53,4.81,4.25,4.28,4.53
42001 05,Competitive Strategy,Wollmann, Thomas,Autumn 2019,58,48,82.8,3.6,4.7,4.9,4.5,4.4,4.7
42001 05,Competitive Strategy,Thomas,Covert,Autumn 2020,46,25,54.35,5.16,4.44,4.36,4.52,4.32,4.4
42001 05,Competitive Strategy,Chad,Syverson,Autumn 2021,65,33,50.77,3.24,4.27,4.15,4.06,3.79,3.91
42001 81,Competitive Strategy,Syverson, Chad,Autumn 2019,64,63,98.4,3.4,4.6,4.6,4.2,4.0,4.3
42001 81,Competitive Strategy,Eric,Budish,Winter 2021,58,31,53.45,3.94,4.16,4.13,3.9,3.68,3.77
42001 81,Competitive Strategy,Thomas,Covert,Autumn 2021,45,39,86.67,4.36,4.54,4.67,4.59,4.38,4.67
42001 81,Competitive Strategy,Neale,Mahoney,Winter 2020,57,38,66.67,6.63,4.21,4.11,4.45,4.03,4.11
42001 81,Competitive Strategy,Sonia,Marciano,Summer 2020,64,44,68.75,3.39,3.73,4.05,4.02,3.75,3.82
42001 81,Competitive Strategy,Sonia,Marciano,Summer 2021,65,33,50.77,3.21,4.12,4.39,4.36,4.03,4.33
42001 81,Competitive Strategy,Yoad,Shefi,Spring 2021,41,19,46.34,4.32,3.63,3.53,3.79,3.37,3.47
42001 81,Competitive Strategy,Ram,Shivakumar,Spring 2020,62,27,43.55,4.19,4.56,4.37,4.15,4.04,4.19
42001 81,Competitive Strategy,Chad,Syverson,Autumn 2020,64,38,59.38,4.34,4.18,4.26,4.21,3.97,4.26
42001 81,Competitive Strategy,Ram,Shivakumar,Winter 2022,64,56,87.5,3.89,4.75,4.88,4.64,4.59,4.7
42001 82,Competitive Strategy,Covert, Thomas,Autumn 2019,33,25,75.8,4.0,4.4,4.1,4.0,3.9,4.0
42001 82,Competitive Strategy,Eric,Budish,Winter 2020,57,27,47.37,3.85,4.3,4.19,4.22,4.11,4.22
42001 82,Competitive Strategy,Jacob,Leshno,Winter 2021,45,39,86.67,5.74,4.31,4.26,4.13,3.9,4.08
42001 82,Competitive Strategy,Chad,Syverson,Autumn 2021,63,37,58.73,3.84,4.46,4.51,4.32,4.11,4.32
42001 82,Competitive Strategy,Thomas,Wollmann,Autumn 2020,54,46,85.19,3.83,4.63,4.87,4.61,4.41,4.63
42001 82,Competitive Strategy,Yoad,Shefi,Winter 2022,10,4,40,3.25,4,4,4.25,4.25,4
42001 85,Competitive Strategy,Wollmann, Thomas,Autumn 2019,65,63,96.9,3.6,4.8,4.9,4.7,4.7,4.8
42001 85,Competitive Strategy,Sonia,Marciano,Summer 2020,59,44,74.58,3.91,4.25,4.39,4.48,4.23,4.25
42001 85,Competitive Strategy,Sonia,Marciano,Summer 2021,63,31,49.21,2.9,4.29,4.52,4.06,3.97,4.03
42001 85,Competitive Strategy,Ram,Shivakumar,Autumn 2020,51,36,70.59,3.92,4.47,4.44,4.06,3.86,4.08
42001 85,Competitive Strategy,Thomas,Wollmann,Autumn 2021,64,44,68.75,4.3,4.66,4.8,4.5,4.36,4.5
42001-01,Competitive Strategy,Eric,Budish,Autumn 2018,50,41,82,6.37,4.24,4.15,4.2,4.1,4.24
42001-01,Competitive Strategy,Eric,Budish,Spring 2018,14,10,71.43,4.9,4.4,4.6,4.6,4.1,4.3
42001-01,Competitive Strategy,Eric,Budish,Winter 2016,64,57,89.06,5.98,4.4,4.44,4.42,4.26,4.53
42001-01,Competitive Strategy,Eric,Budish,Winter 2017,63,60,95.24,10.4,4.2,4.03,3.92,3.83,4
42001-01,Competitive Strategy,Thomas,Covert,Winter 2018,24,18,75,9.67,4.67,4.22,4.22,3.94,4.22
42001-01,Competitive Strategy,Thomas,Covert,Winter 2019,52,37,71.15,4.43,4.54,4.24,4.19,4.08,4.27
42001-01,Competitive Strategy,Jacob,Leshno,Spring 2019,53,29,54.72,6.79,4.41,4.38,4.34,4.17,4.28
42001-01,Competitive Strategy,Neale,Mahoney,Autumn 2017,69,47,68.12,10.02,4.6,4.55,4.49,4.34,4.53
42001-01,Competitive Strategy,Neale,Mahoney,Spring 2016,63,53,84.13,9.19,4.23,3.81,4.15,4.04,4.06
42001-01,Competitive Strategy,Chad,Syverson,Autumn 2016,69,57,82.61,11.82,4.65,4.47,3.96,3.93,4.28
42001-01,Competitive Strategy,Thomas,Wollmann,Spring 2017,70,59,84.29,5.22,4.22,4.75,4.17,4.19,4.42
42001-02,Competitive Strategy,Eric,Budish,Autumn 2018,63,53,84.13,8.75,4.53,4.51,4.53,4.3,4.51
42001-02,Competitive Strategy,Eric,Budish,Spring 2018,32,27,84.38,15.41,4.63,4.3,4.04,3.89,4.11
42001-02,Competitive Strategy,Eric,Budish,Winter 2016,65,63,96.92,10.02,4.4,4.27,4.24,4.06,4.21
42001-02,Competitive Strategy,Eric,Budish,Winter 2017,64,58,90.63,5.6,4.4,4.17,4.07,3.95,4.17
42001-02,Competitive Strategy,Neale,Mahoney,Autumn 2016,65,50,76.92,9.76,4.44,4.06,4.34,4.06,4.14
42001-02,Competitive Strategy,Neale,Mahoney,Autumn 2017,69,57,82.61,5.89,4.7,4.6,4.53,4.51,4.65
42001-02,Competitive Strategy,Neale,Mahoney,Spring 2016,63,54,85.71,7.44,4.44,3.94,4.39,3.98,4.22
42001-02,Competitive Strategy,Yoad,Shefi,Spring 2019,60,23,38.33,3.17,4.04,3.65,3.61,3.17,3.48
42001-02,Competitive Strategy,Thomas,Wollmann,Winter 2018,70,67,95.71,4.54,4.63,4.96,4.33,4.33,4.64
42001-02,Competitive Strategy,Thomas,Wollmann,Winter 2019,66,64,96.97,4.31,4.52,4.81,4.3,4.23,4.44
42001-03,Competitive Strategy,Thomas,Covert,Winter 2016,9,9,100,14.33,4.78,4.56,4.33,4,4.44
42001-03,Competitive Strategy,Thomas,Covert,Winter 2017,56,47,83.93,5.74,4.55,4.3,4.21,4,4.26
42001-03,Competitive Strategy,Neale,Mahoney,Autumn 2016,61,52,85.25,8.04,4.69,4.63,4.63,4.48,4.65
42001-03,Competitive Strategy,Neale,Mahoney,Autumn 2018,51,35,68.63,7.74,4.26,4.23,4.26,3.83,4.11
42001-03,Competitive Strategy,Yoad,Shefi,Autumn 2017,47,33,70.21,3.36,4.3,4.24,4.36,4.21,4.27
42001-03,Competitive Strategy,Thomas,Wollmann,Winter 2018,69,59,85.51,6.76,4.58,4.88,4.44,4.36,4.64
42001-03,Competitive Strategy,Thomas,Wollmann,Winter 2019,66,53,80.3,8.51,4.6,4.85,4.47,4.45,4.72
42001-04,Competitive Strategy,Neale,Mahoney,Autumn 2018,54,43,79.63,20.3,4.53,4.43,4.45,4.19,4.45
42001-04,Competitive Strategy,Chad,Syverson,Autumn 2017,63,50,79.37,8.96,4.5,4.58,3.98,3.94,4.14
42001-04,Competitive Strategy,Thomas,Wollmann,Winter 2016,24,21,87.5,8.24,4.81,4.95,4.62,4.52,4.86
42001-05,Competitive Strategy,Chad,Syverson,Autumn 2018,64,49,76.56,6.8,4.61,4.53,4.29,3.9,4.22
42001-81,Competitive Strategy,Eric,Budish,Autumn 2018,16,15,93.75,4,4.73,4.6,4.8,4.8,4.8
42001-81,Competitive Strategy,Eric,Budish,Spring 2018,52,42,80.77,6.5,4.43,4.55,4.36,4.24,4.36
42001-81,Competitive Strategy,Eric,Budish,Winter 2016,62,52,83.87,10.12,4.52,4.44,4.48,4.23,4.44
42001-81,Competitive Strategy,Eric,Budish,Winter 2017,56,50,89.29,10.34,4.02,4.02,4.2,3.92,3.96
42001-81,Competitive Strategy,Jacob,Leshno,Spring 2019,38,25,65.79,4.36,4.48,4.28,4.24,4.2,4.24
42001-81,Competitive Strategy,Neale,Mahoney,Autumn 2017,46,39,84.78,4.44,4.59,4.26,4.38,4.15,4.36
42001-81,Competitive Strategy,Neale,Mahoney,Spring 2016,61,54,88.52,6.43,4.37,4.24,4.44,4.2,4.39
42001-81,Competitive Strategy,Yoad,Shefi,Summer 2016,64,52,81.25,6.88,3.92,3.83,3.87,3.83,3.88
42001-81,Competitive Strategy,Yoad,Shefi,Summer 2017,63,55,87.3,10.13,3.91,3.93,3.67,3.62,3.69
42001-81,Competitive Strategy,Yoad,Shefi,Summer 2018,55,53,96.36,4.87,3.64,3.64,3.79,3.68,3.55
42001-81,Competitive Strategy,Yoad,Shefi,Summer 2019,29,25,86.21,3.64,4.24,4.08,3.92,3.96,4
42001-81,Competitive Strategy,Chad,Syverson,Autumn 2016,63,57,90.48,6.96,4.49,4.49,4.11,3.98,4.33
42001-81,Competitive Strategy,Thomas,Wollmann,Spring 2017,61,49,80.33,3.71,4.29,4.84,4.39,4.39,4.59
42001-81,Competitive Strategy,Thomas,Wollmann,Winter 2018,63,55,87.3,5.24,4.51,4.75,4.42,4.33,4.56
42001-81,Competitive Strategy,Thomas,Wollmann,Winter 2019,67,66,98.51,6.35,4.61,4.83,4.68,4.52,4.74
42001-82,Competitive Strategy,Thomas,Covert,Winter 2017,27,26,96.3,7.42,4.35,4.23,4,3.85,3.96
42001-82,Competitive Strategy,Neale,Mahoney,Autumn 2016,51,42,82.35,6.43,4.67,4.55,4.52,4.45,4.6
42001-82,Competitive Strategy,Yoad,Shefi,Spring 2019,31,20,64.52,13,3.95,4.15,3.7,3.65,3.75
42001-82,Competitive Strategy,Yoad,Shefi,Summer 2016,20,23,115,7.83,4.43,4.57,4.48,4.43,4.65
42001-82,Competitive Strategy,Yoad,Shefi,Summer 2017,35,28,80,10.18,4.14,4.25,4.29,4.11,4.07
42001-82,Competitive Strategy,Yoad,Shefi,Summer 2018,54,41,75.93,7.76,3.59,3.46,3.73,3.56,3.46
42001-82,Competitive Strategy,Yoad,Shefi,Summer 2019,40,39,97.5,8.67,4.33,4.33,4.21,4.13,4.26
42001-82,Competitive Strategy,Chad,Syverson,Autumn 2017,43,41,95.35,10.54,4.71,4.68,4.27,4.22,4.37
42001-82,Competitive Strategy,Chad,Syverson,Autumn 2018,35,33,94.29,3.55,4.52,4.52,4.42,4.18,4.33
42001-82,Competitive Strategy,Thomas,Wollmann,Winter 2016,18,19,105.56,8.37,4.68,4.95,4.68,4.84,4.89
42001-85,Competitive Strategy,Thomas,Covert,Winter 2016,45,42,93.33,6.05,4.24,4,4.12,4.12,4.31
42001-85,Competitive Strategy,Thomas,Covert,Winter 2017,59,50,84.75,10.62,4.14,4.04,4.08,3.8,3.96
42001-85,Competitive Strategy,Thomas,Covert,Winter 2018,61,47,77.05,8.19,4.57,4.23,4.43,4.26,4.36
42001-85,Competitive Strategy,Thomas,Covert,Winter 2019,67,61,91.04,4.97,3.57,3.54,3.18,3.22,3.18
42001-85,Competitive Strategy,Neale,Mahoney,Autumn 2018,59,67,113.56,5.73,4.49,4.42,4.51,4.4,4.49
42001-85,Competitive Strategy,Thomas,Wollmann,Spring 2017,63,61,96.83,13.62,4.44,4.8,4.49,4.39,4.64
42002-01,Business Policy,Harry L,Davis,Winter 2016,70,64,91.43,6.22,4,3.97,3.83,3.7,3.83
42002-01,Business Policy,Harry L,Davis,Winter 2017,70,68,97.14,4.76,4.65,4.68,4.65,4.6,4.62
42002-01,Business Policy,Harry L,Davis,Winter 2018,70,47,67.14,7.45,4.66,4.68,4.57,4.51,4.66
42002-01,Business Policy,Harry L,Davis,Winter 2019,69,38,55.07,4.84,4.42,4.61,4.5,4.5,4.58
42002-81,Business Policy,Harry L,Davis,Winter 2016,70,64,91.43,6.81,4.75,4.84,4.56,4.58,4.64
42002-81,Business Policy,Harry L,Davis,Winter 2017,70,62,88.57,8.11,4.79,4.76,4.66,4.61,4.68
42002-81,Business Policy,Harry L,Davis,Winter 2018,70,57,81.43,6.33,4.86,4.84,4.81,4.75,4.82
42002-81,Business Policy,Harry L,Davis,Winter 2019,70,59,84.29,3.97,4.78,4.8,4.75,4.76,4.73
42003 01,Literature and Strategic Leadership,Brian,Barry,Autumn 2021,8,4,50,5.5,4.75,4.75,4.75,4.75,4.75
42003 01,Literature and Strategic Leadership,Brian,Barry,Spring 2020,55,24,43.64,4.29,4.21,4.25,3.75,3.71,3.92
42003 01,Literature and Strategic Leadership,Brian,Barry,Winter 2020,35,18,51.43,4.56,3.72,4.22,3.56,3.28,3.61
42003 01,Literature and Strategic Leadership,Brian,Barry,Winter 2021,23,14,60.87,4,4.07,4.43,3.43,3.64,3.71
42003 81,Literature and Strategic Leadership,Brian,Barry,Autumn 2020,13,7,53.85,3.71,4.29,4.71,4.29,4.29,4.71
42003 81,Literature and Strategic Leadership,Brian,Barry,Autumn 2021,11,2,18.18,2.5,4.5,4.5,4,3,4.5
42003 81,Literature and Strategic Leadership,Brian,Barry,Spring 2020,26,13,50,4.08,4.54,4.77,4.38,4.38,4.77
42003 81,Literature and Strategic Leadership,Brian,Barry,Spring 2021,19,8,42.11,4.5,4.38,4.13,4,3.5,4.25
42004 81,Literature and Strategic Leadership II,Brian,Barry,Spring 2021,8,4,50,4.75,4.25,4.75,4.75,4.5,4.5
42102-81,The Strategy Symposium,Harry L,Davis,Spring 2016,25,19,76,4.26,4.11,4.32,4.05,3.95,3.95
42102-81,The Strategy Symposium,Harry L,Davis,Spring 2017,30,31,103.33,10.23,4.23,4.58,4.03,4.03,4.1
42102-81,The Strategy Symposium,Harry L,Davis,Spring 2018,28,29,103.57,6.83,4.72,4.83,4.79,4.76,4.79
42102-81,The Strategy Symposium,John P,Gould Jr,Spring 2016,25,19,76,4.26,4.11,4.32,4.05,3.95,3.95
42102-81,The Strategy Symposium,John P,Gould Jr,Spring 2017,30,31,103.33,10.23,4.23,4.58,4.03,4.03,4.1
