Course,Title,Quarter,Year,Day and Time,Instructor,Total Enrollment after  Phase 1,Seats Available after Phase 1,Phase 1 Price,Total Enrollment after  Phase 2,Seats Available after Phase 2,Phase 2 Price,Total Enrollment after  Phase 1 New Students,Seats Available after Phase 1 New Students,Phase 1 New Students Price,Total Enrollment after  Phase 2 New Students,Seats Available after Phase 2 New Students,Phase 2 New Students Price,Total Enrollment after  Phase 3,Seats Available after Phase 3,Phase 3 Price,Total Enrollment after  Phase 4,Seats Available after Phase 4,Phase 4 Price
36106-01,Managerial Decision Modeling,Autumn,2017,"Friday, 1:30 -  4:30","Martin, R.",4,41,0,4,41,N/A,13,32,0,14,31,0,12,33,0,13,32,0
36106-02,Managerial Decision Modeling,Autumn,2017,"Thursday, 8:30 - 11:30","Sandikçi, Burhaneddin",45,CLO,2,44,1,0,44,1,N/A,44,1,N/A,42,3,0,40,5,N/A
36106-81,Managerial Decision Modeling,Autumn,2017,"Friday, 6:00 -  9:00","Martin, R.",45,CLO,1,45,CLO,500,45,CLO,N/A,45,CLO,N/A,39,6,0,36,9,0
36106-82,Managerial Decision Modeling,Autumn,2017,"Thursday, 6:00 -  9:00","Sandikçi, Burhaneddin",34,11,0,38,7,0,38,7,N/A,40,5,0,37,8,0,34,11,N/A
36108-01,Data Analysis with Python ⑤,Autumn,2017,"Friday, 1:30 -  4:30","Cheng, Lingwei",22,8,0,27,3,0,30,CLO,2277,30,CLO,5012,30,CLO,1796,30,CLO,2567
36108-81,Data Analysis with Python ⑤,Autumn,2017,"Friday, 6:00 -  9:00","Cheng, Lingwei",24,6,0,27,3,0,30,CLO,1000,30,CLO,N/A,30,CLO,2300,30,CLO,305
36110-01,Application Development,Autumn,2017,"Friday, 1:30 -  4:30","Betina, Raghu",23,7,0,24,6,0,30,CLO,3567,30,CLO,N/A,30,CLO,4000,28,2,N/A
36110-85,Application Development,Autumn,2017,"Saturday, 1:30 -  4:30","Betina, Raghu",19,11,0,19,11,0,24,6,0,24,6,N/A,29,1,0,25,5,N/A
36600-60,Workshop in Operations/Management Science,Autumn,2017,"Tuesday,12:10 -  1:20","Xin, Linwei;Zhong, Yuan",1,64,0,1,64,N/A,1,64,N/A,1,64,N/A,3,62,0,3,62,N/A
36900-50,Linear Programming,Autumn,2017,"Thursday, 2:00 -  5:00","Martin, R.",1,64,0,1,64,N/A,6,59,0,7,58,0,9,56,0,9,56,N/A
36905-50,Approximate Dynamic Programming,Autumn,2017,"Wednesday, 8:30 - 11:30","Adelman, Dan",0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,3,62,0,4,61,0
37000-01,Marketing Strategy,Autumn,2017,"Wednesday, 8:30 - 11:30","Shapiro, Bradley",24,46,0,29,41,0,70,CLO,2997,70,CLO,6996,70,CLO,7000,70,CLO,3007
37000-02,Marketing Strategy,Autumn,2017,"Wednesday, 1:30 -  4:30","Shapiro, Bradley",62,8,0,63,7,0,70,CLO,2511,70,CLO,3577,70,CLO,5000,70,CLO,3000
37000-03,Marketing Strategy,Autumn,2017,"Friday, 8:30 - 11:30","Rao, Anita",4,66,0,3,67,N/A,13,57,0,28,42,0,22,48,N/A,29,41,0
37000-04,Marketing Strategy,Autumn,2017,"Friday, 1:30 -  4:30","Rao, Anita",3,67,0,5,65,0,68,2,0,63,7,0,62,8,0,56,14,0
37000-81,Marketing Strategy,Autumn,2017,"Wednesday, 6:00 -  9:00","Shapiro, Bradley",63,7,0,59,11,0,70,CLO,551,68,2,0,70,CLO,1354,70,CLO,0
37000-85,Marketing Strategy,Autumn,2017,"Saturday, 1:30 -  4:30","Rao, Anita",43,27,0,37,33,N/A,66,4,0,63,7,0,69,1,0,66,4,N/A
37101-81,Consumer Behavior,Autumn,2017,"Wednesday, 6:00 -  9:00","Bartels, Daniel",70,CLO,1503,70,CLO,3000,70,CLO,N/A,70,CLO,N/A,70,CLO,6508,70,CLO,5500
37108-01,Startup Marketing ⑤,Autumn,2017,"Friday, 1:30 -  4:30","Misra, Sanjog",37,28,0,39,26,0,43,22,0,49,16,0,43,22,0,39,26,0
37200-85,New Products and Services,Autumn,2017,"Saturday, 1:30 -  4:30","Terrill, Craig",57,8,0,55,10,0,58,7,0,58,7,0,53,12,0,53,12,0
37301-85,Digital Marketing ,Autumn,2017,"Saturday, 1:30 -  4:30","Mohan, Lil",65,CLO,2000,65,CLO,3008,65,CLO,N/A,65,CLO,N/A,65,CLO,1000,65,CLO,2000
37304-01,Digital and Algorithmic Marketing,Autumn,2017,"Thursday, 1:30 -  4:30","Misra, Sanjog",26,39,0,26,39,N/A,27,38,0,27,38,N/A,26,39,N/A,28,37,0
37304-85,Digital and Algorithmic Marketing,Autumn,2017,"Saturday, 9:00 - 12:00","Misra, Sanjog",35,30,0,34,31,0,34,31,N/A,34,31,N/A,38,27,0,36,29,0
37601-60,Marketing Workshop,Autumn,2017,"Tuesday,10:40 - 12:00","Hitsch, Günter",5,60,0,6,59,0,9,56,0,9,56,N/A,11,54,0,13,52,0
38001-01,Managing in Organizations,Autumn,2017,"Monday, 1:30 -  4:30","McGill, Ann",65,CLO,27,65,CLO,4526,65,CLO,N/A,65,CLO,N/A,65,CLO,4000,65,CLO,7469
38001-02,Managing in Organizations,Autumn,2017,"Tuesday, 1:30 -  4:30","McGill, Ann",65,CLO,801,65,CLO,5893,65,CLO,N/A,65,CLO,N/A,65,CLO,4622,65,CLO,N/A
38001-81,Managing in Organizations,Autumn,2017,"Monday, 6:00 -  9:00","McGill, Ann",65,CLO,461,62,3,0,65,CLO,3999,65,CLO,N/A,65,CLO,2222,65,CLO,5024
38002-01,Managerial Decision Making,Autumn,2017,"Monday, 8:30 - 11:30","Hastie, Reid",18,47,0,21,44,0,29,36,0,31,34,0,26,39,0,25,40,0
38002-02,Managerial Decision Making,Autumn,2017,"Monday, 3:15 -  6:15","Hastie, Reid",17,48,0,18,47,0,33,32,0,35,30,0,29,36,0,28,37,0
38002-81,Managerial Decision Making,Autumn,2017,"Tuesday, 6:00 -  9:00","Hastie, Reid",24,41,0,22,43,0,27,38,0,26,39,N/A,28,37,0,28,37,0
38101-81,Persuasion: Effective Business Communication ⑤,Autumn,2017,"Thursday, 6:00 -  9:00","Weitzman, Hal",36,CLO,2554,36,CLO,10000,36,CLO,N/A,36,CLO,N/A,36,CLO,8002,36,CLO,6500
38103-01,Strategies and Processes of Negotiation,Autumn,2017,"Tuesday, 8:30 - 11:30","Shah, Anuj",55,CLO,103,55,CLO,5000,55,CLO,N/A,55,CLO,N/A,55,CLO,8111,55,CLO,2400
38103-02,Strategies and Processes of Negotiation,Autumn,2017,"Wednesday, 8:30 - 11:30","Shah, Anuj",43,12,0,44,11,0,55,CLO,3500,55,CLO,5010,55,CLO,8003,55,CLO,N/A
38103-03,Strategies and Processes of Negotiation,Autumn,2017,"Wednesday, 1:30 -  4:30","Wittenbrink, Bernd",12,43,0,14,41,0,51,4,0,48,7,0,55,CLO,1000,55,CLO,305
38103-81,Strategies and Processes of Negotiation,Autumn,2017,"Wednesday, 6:00 -  9:00","Shah, Anuj",55,CLO,3170,55,CLO,1000,55,CLO,N/A,55,CLO,N/A,55,CLO,2005,55,CLO,2021
38103-82,Strategies and Processes of Negotiation,Autumn,2017,"Wednesday, 6:00 -  9:00","Wittenbrink, Bernd",21,34,0,16,39,0,19,36,0,18,37,0,21,34,0,24,31,N/A
38103-85,Strategies and Processes of Negotiation,Autumn,2017,"Saturday, 1:30 -  4:30","Burrows, John",55,CLO,100,50,5,0,55,CLO,2000,55,CLO,N/A,49,6,0,48,7,0
38116-01,Leading and Managing Teams,Autumn,2017,"Thursday, 8:30 - 11:30","Zinchenko, Elena",19,21,0,22,18,0,23,17,0,23,17,0,23,17,0,22,18,0
38116-81,Leading and Managing Teams,Autumn,2017,"Thursday, 6:00 -  9:00","Zinchenko, Elena",37,3,0,36,4,0,40,CLO,2002,40,CLO,N/A,32,8,0,30,10,0
38119-01,Designing a Good Life,Autumn,2017,"Tuesday, 8:30 - 11:30","Epley, Nicholas",65,CLO,3014,65,CLO,16000,65,CLO,N/A,65,CLO,N/A,65,CLO,6047,65,CLO,8987
38119-02,Designing a Good Life,Autumn,2017,"Tuesday, 1:30 -  4:30","Epley, Nicholas",65,CLO,4964,65,CLO,10207,65,CLO,N/A,65,CLO,N/A,65,CLO,20750,65,CLO,N/A
38119-81,Designing a Good Life,Autumn,2017,"Monday, 6:00 -  9:00","Epley, Nicholas",65,CLO,7456,65,CLO,9873,65,CLO,N/A,65,CLO,N/A,65,CLO,14001,65,CLO,3765
38601-60,Workshop in Behavioral Science,Autumn,2017,"Monday,10:10 - 11:30","Pope, Devin;Wu, George",4,61,0,4,61,N/A,13,52,0,13,52,N/A,14,51,0,15,50,N/A
38901-50,Current Topics in Behavioral Science I: Intuitive Belief and Consumer Behavior,Autumn,2017,"Wednesday, 8:30 - 11:30","McGill, Ann;Risen, Jane",2,20,0,2,20,N/A,10,12,0,10,12,N/A,10,12,N/A,10,12,N/A
38912-50,Behavioral Economics,Autumn,2017,"Wednesday, 3:00 -  6:00","Imas, Alex;Kamenica, Emir;Thaler, Richard",3,37,0,3,37,N/A,11,29,0,12,28,0,16,24,0,16,24,N/A
39101-01,Technology Strategy,Autumn,2017,"Friday, 1:30 -  4:30","Knez, Marc",52,13,0,51,14,0,64,1,0,65,CLO,2354,65,CLO,4000,65,CLO,2078
39101-85,Technology Strategy,Autumn,2017,"Saturday, 9:00 - 12:00","Knez, Marc",70,CLO,3000,70,CLO,11889,70,CLO,N/A,70,CLO,N/A,70,CLO,8201,70,CLO,11896
39600-60,Workshop in Organizations and Markets,Autumn,2017,"Tuesday, 3:00 -  4:30","Chu, Johan;Sharkey, Amanda",0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A
40000-01,Operations Management: Business Process Fundamentals,Autumn,2017,"Friday, 8:30 - 11:30","Caldentey, Rene",23,42,0,18,47,N/A,58,7,0,54,11,0,51,14,0,42,23,0
40000-81,Operations Management: Business Process Fundamentals,Autumn,2017,"Thursday, 6:00 -  9:00","Caldentey, Rene",51,14,0,48,17,0,62,3,0,60,5,0,50,15,0,53,12,0
40101-01,Supply Chain Strategy and Practice,Autumn,2017,"Wednesday, 2:00 -  5:00","DeHoratius, Nicole",40,CLO,1000,40,CLO,8871,40,CLO,N/A,40,CLO,N/A,40,CLO,3451,40,CLO,N/A
40101-81,Supply Chain Strategy and Practice,Autumn,2017,"Wednesday, 6:00 -  9:00","DeHoratius, Nicole",45,CLO,1000,42,3,0,44,1,0,44,1,N/A,45,CLO,2222,45,CLO,3801
40110-01,Managing Service Operations,Autumn,2017,"Friday, 1:30 -  4:30","Ryan, Christopher",16,29,0,14,31,0,29,16,0,29,16,0,30,15,0,28,17,0
40110-81,Managing Service Operations,Autumn,2017,"Friday, 6:00 -  9:00","Ryan, Christopher",42,3,0,41,4,0,45,CLO,2003,45,CLO,N/A,40,5,0,40,5,0
40110-85,Managing Service Operations,Autumn,2017,"Saturday, 1:30 -  4:30","Ryan, Christopher",45,CLO,985,41,4,0,45,CLO,2975,45,CLO,3927,45,CLO,1000,43,2,0
41000-01,Business Statistics,Autumn,2017,"Monday, 8:30 - 11:30","Creal, Drew",0,70,N/A,0,70,N/A,49,21,0,70,CLO,2300,70,CLO,2671,70,CLO,6123
41000-02,Business Statistics,Autumn,2017,"Monday, 1:30 -  4:30","Creal, Drew",3,67,0,3,67,N/A,70,CLO,0,70,CLO,3870,70,CLO,1323,70,CLO,N/A
41000-03,Business Statistics,Autumn,2017,"Friday, 8:30 - 11:30","Polson, Nicholas",1,64,0,0,65,N/A,10,55,0,44,21,0,38,27,0,33,32,N/A
41000-04,Business Statistics,Autumn,2017,"Tuesday, 1:30 -  4:30","Russell, Jeffrey",6,64,0,6,64,0,70,CLO,1270,70,CLO,3017,70,CLO,6725,70,CLO,3423
41000-05,Business Statistics,Autumn,2017,"Wednesday, 1:30 -  4:30","Russell, Jeffrey",5,65,0,5,65,N/A,70,CLO,1000,70,CLO,4064,70,CLO,12933,70,CLO,3618
41000-81,Business Statistics,Autumn,2017,"Monday, 6:00 -  9:00","Creal, Drew",2,63,0,2,63,N/A,13,52,0,12,53,N/A,34,31,0,48,17,0
41000-82,Business Statistics,Autumn,2017,"Tuesday, 6:00 -  9:00","Russell, Jeffrey",14,51,0,13,52,N/A,59,6,0,53,12,0,65,CLO,800,65,CLO,N/A
41000-85,Business Statistics,Autumn,2017,"Saturday, 9:00 - 12:00","Polson, Nicholas",7,58,0,7,58,N/A,32,33,0,30,35,N/A,30,35,0,37,28,0
41000-86,Business Statistics,Autumn,2017,"Saturday, 1:30 -  4:30","Hahn, Richard",2,63,0,2,63,N/A,29,36,0,29,36,0,30,35,0,30,35,N/A
41100-01,Applied Regression Analysis,Autumn,2017,"Monday, 1:30 -  4:30","Farrell, Max",4,61,0,3,62,N/A,65,CLO,187,65,CLO,3029,65,CLO,1200,65,CLO,1000
41100-02,Applied Regression Analysis,Autumn,2017,"Tuesday, 1:30 -  4:30","Farrell, Max",10,55,0,11,54,0,65,CLO,654,65,CLO,5243,65,CLO,3033,65,CLO,1901
41100-03,Applied Regression Analysis,Autumn,2017,"Monday, 8:30 - 11:30","Wu, Jing",2,63,0,2,63,N/A,12,53,0,19,46,0,14,51,0,17,48,N/A
41100-04,Applied Regression Analysis,Autumn,2017,"Monday, 1:30 -  4:30","Wu, Jing",1,64,0,1,64,N/A,24,41,0,46,19,0,40,25,0,39,26,0
41100-81,Applied Regression Analysis,Autumn,2017,"Monday, 6:00 -  9:00","Farrell, Max",21,44,0,21,44,0,31,34,0,29,36,N/A,33,32,0,32,33,N/A
41100-85,Applied Regression Analysis,Autumn,2017,"Saturday, 1:30 -  4:30","Wu, Jing",5,60,0,8,57,0,19,46,0,17,48,N/A,19,46,0,19,46,0
41205-01,Data Analysis with R ⑤,Autumn,2017,"Friday, 1:30 -  4:30","Hahn, Richard",14,51,0,16,49,0,51,14,0,55,10,0,49,16,0,46,19,0
41205-81,Data Analysis with R ⑤,Autumn,2017,"Friday, 6:00 -  9:00","Hahn, Richard",21,44,0,19,46,N/A,24,41,0,26,39,0,28,37,0,23,42,0
41205-85,Data Analysis with R ⑤,Autumn,2017,"Saturday, 9:00 - 12:00","Hahn, Richard",6,59,0,7,58,0,8,57,0,8,57,N/A,11,54,0,11,54,0
41301-01,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Autumn,2017,"Monday, 2:00 -  5:00","Gilula, Zvi",21,9,0,21,9,0,24,6,0,24,6,N/A,21,9,0,23,7,0
41301-81,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Autumn,2017,"Tuesday, 6:00 -  9:00","Gilula, Zvi",22,8,0,23,7,0,23,7,N/A,23,7,N/A,25,5,0,24,6,0
41600-60,Econometrics and Statistics Colloquium,Autumn,2017,"Thursday, 1:20 -  2:50","Hahn, Richard;Kolar, Mladen",0,65,N/A,0,65,N/A,1,64,0,1,64,N/A,5,60,0,8,57,0
41901-50,Probability and Statistics,Autumn,2017,"Thursday, 8:30 - 11:30","Polson, Nicholas",3,62,0,3,62,N/A,8,57,0,10,55,0,13,52,0,12,53,N/A
42001-01,Competitive Strategy,Autumn,2017,"Tuesday, 1:30 -  4:30","Mahoney, Neale",34,36,0,40,30,0,70,CLO,1451,70,CLO,2405,67,3,N/A,70,CLO,4000
42001-02,Competitive Strategy,Autumn,2017,"Wednesday, 8:30 - 11:30","Mahoney, Neale",26,44,0,30,40,0,70,CLO,1583,70,CLO,2700,70,CLO,500,70,CLO,203
42001-03,Competitive Strategy,Autumn,2017,"Wednesday, 8:30 - 11:30","Shefi, Yoad",3,62,0,3,62,N/A,51,14,0,65,CLO,0,63,2,0,52,13,0
42001-04,Competitive Strategy,Autumn,2017,"Thursday, 1:30 -  4:30","Syverson, Chad",33,37,0,35,35,0,70,CLO,1807,70,CLO,1506,70,CLO,7,69,1,0
42001-81,Competitive Strategy,Autumn,2017,"Tuesday, 6:00 -  9:00","Mahoney, Neale",36,29,0,29,36,0,34,31,0,33,32,N/A,38,27,0,47,18,0
42001-82,Competitive Strategy,Autumn,2017,"Thursday, 6:00 -  9:00","Syverson, Chad",38,27,0,38,27,0,43,22,0,44,21,0,46,19,0,43,22,N/A
42117-01,Platform Competition ⑤,Autumn,2017,"Thursday, 8:30 - 11:30","Goolsbee, Austan",48,17,0,56,9,0,56,9,N/A,56,9,N/A,55,10,0,49,16,0
42117-02,Platform Competition ⑤,Autumn,2017,"Thursday, 1:30 -  4:30","Goolsbee, Austan",37,28,0,44,21,0,45,20,0,46,19,0,44,21,0,43,22,0
42117-81,Platform Competition ⑤,Autumn,2017,"Thursday, 6:00 -  9:00","Goolsbee, Austan",56,9,0,53,12,0,54,11,0,54,11,N/A,47,18,0,41,24,0
42121-81,Merger & Acquisition Strategy,Autumn,2017,"Wednesday, 6:00 -  9:00","Morrissette, Stephen",70,CLO,11153,70,CLO,14172,70,CLO,N/A,70,CLO,N/A,70,CLO,15198,70,CLO,N/A
42123-81,"Reputation, Regulation and Communications – How Media Influences Business",Autumn,2017,"Thursday, 6:00 -  9:00","Rolnik, Guy",49,16,0,50,15,0,58,7,0,58,7,0,60,5,0,61,4,0
42123-85,"Reputation, Regulation and Communications – How Media Influences Business",Autumn,2017,"Saturday, 9:00 - 12:00","Rolnik, Guy",65,CLO,100,65,CLO,2021,65,CLO,N/A,65,CLO,N/A,65,CLO,2623,65,CLO,6818
42201-81,The Legal Infrastructure of Business,Autumn,2017,"Monday, 6:00 -  9:00","Picker, Randal",60,5,0,65,CLO,807,65,CLO,N/A,65,CLO,N/A,65,CLO,13,64,1,0
42704-01,Integrated Strategic Management ⑤,Autumn,2017,"Thursday, 1:30 -  4:30","Fitzgerald, Kathleen",18,22,0,21,19,0,21,19,N/A,21,19,N/A,17,23,0,18,22,0
42704-85,Integrated Strategic Management ⑤,Autumn,2017,"Saturday, 9:00 - 12:00","Fitzgerald, Kathleen",22,18,0,19,21,0,19,21,N/A,19,21,N/A,18,22,0,14,26,0
42705-01,"Reputation, Regulation and Communications – How Media Influences Business - Lab",Autumn,2017,"Thursday, 1:30 -  4:30","Rolnik, Guy",26,10,0,29,7,0,46,CLO,0,46,CLO,N/A,38,CLO,N/A,36,CLO,1280
30000-81,Financial Accounting,Spring,2020,"Friday, 6:00 -  9:00","Kleymenova, Anya",17,48,0,17,48,0,33,32,0,35,30,0,43,22,0,63,2,0
30000-82,Financial Accounting,Spring,2020,"Thursday, 6:00 -  9:00","Muhn, Maximilian",9,56,0,8,57,N/A,20,45,0,18,47,N/A,35,30,0,62,3,0
30000-85,Financial Accounting,Spring,2020,"Saturday, 1:30 -  4:30","Kleymenova, Anya",24,41,0,25,40,0,51,14,0,51,14,0,52,13,0,63,2,0
30118-01,Taxes and Business Strategy,Spring,2020,"Monday, 1:30 -  4:30","Weiss, Ira",70,CLO,6066,70,CLO,14695,70,CLO,N/A,70,CLO,N/A,70,CLO,26111,70,CLO,N/A
30118-81,Taxes and Business Strategy,Spring,2020,"Monday, 6:00 -  9:00","Weiss, Ira",58,12,0,58,12,0,58,12,N/A,58,12,N/A,70,CLO,9218,70,CLO,12281
30120-01,"Accounting, Economic, and Regulatory Issues in Complex Deals ",Spring,2020,"Wednesday, 8:30 - 11:30","Maffett, Mark",56,9,0,65,CLO,1,65,CLO,N/A,65,CLO,N/A,62,3,0,65,CLO,0
30120-81,"Accounting, Economic, and Regulatory Issues in Complex Deals ",Spring,2020,"Wednesday, 6:00 -  9:00","Maffett, Mark",21,44,0,19,46,0,19,46,N/A,19,46,N/A,32,33,0,36,29,0
30120-85,"Accounting, Economic, and Regulatory Issues in Complex Deals ",Spring,2020,"Saturday, 1:30 -  4:30","Maffett, Mark",54,11,0,60,5,0,64,1,0,63,2,N/A,49,16,N/A,46,19,0
30130-01,Financial Statement Analysis,Spring,2020,"Friday, 1:30 -  4:30","Hand, John",61,4,0,65,CLO,2111,65,CLO,N/A,65,CLO,N/A,65,CLO,5000,65,CLO,N/A
30130-81,Financial Statement Analysis,Spring,2020,"Friday, 6:00 -  9:00","Hand, John",65,CLO,2374,64,1,0,65,CLO,3339,64,1,N/A,65,CLO,6550,65,CLO,15000
30131-01,Advanced Financial Analysis and Valuation for Global Firms,Spring,2020,"Tuesday, 1:30 -  4:30","Leuz, Christian",65,CLO,1,65,CLO,10032,65,CLO,N/A,65,CLO,N/A,65,CLO,5103,65,CLO,351
30131-81,Advanced Financial Analysis and Valuation for Global Firms,Spring,2020,"Tuesday, 6:00 -  9:00","Leuz, Christian",27,38,0,26,39,N/A,27,38,0,29,36,0,52,13,0,65,CLO,0
30600-60,Workshop in Accounting Research,Spring,2020,"Thursday, 1:20 -  2:50","Bonham, Jonathan; Tomy, Rimmy",2,63,0,2,63,N/A,2,63,N/A,2,63,N/A,5,60,0,5,60,N/A
30902-50,Empirical Research in Accounting,Spring,2020,"Tuesday, 8:30 - 11:30","Ball, Ray",7,12,0,8,11,0,8,11,N/A,8,11,N/A,9,10,0,9,10,N/A
31402-01,Leadership Practicum,Spring,2020,"Wednesday, 8:30 - 11:30","Collins, Chris",40,CLO,302,40,CLO,13787,40,CLO,N/A,40,CLO,N/A,34,6,0,35,5,0
31403-01,Leadership Studio,Spring,2020,"Tuesday, 8:30 - 11:30","Davis, Harry; Tennant, Nancy",30,CLO,3578,30,CLO,10642,28,2,N/A,28,2,N/A,30,CLO,2177,30,CLO,N/A
31403-81,Leadership Studio,Spring,2020,"Thursday, 6:00 -  9:00","Davis, Harry; Tennant, Nancy",20,10,0,17,13,0,18,12,0,18,12,N/A,20,10,0,25,5,0
32100-81,Data Analysis with R and Python,Spring,2020,"Wednesday, 6:00 -  9:00","Wang, Xikuan",28,7,0,25,10,0,28,7,0,27,8,N/A,35,CLO,8000,35,CLO,12121
33001-81,Microeconomics,Spring,2020,"Thursday, 6:00 -  9:00","Rappoport, Daniel",11,54,0,10,55,0,26,39,0,24,41,N/A,38,27,0,40,25,0
33001-85,Microeconomics,Spring,2020,"Saturday, 1:30 -  4:30","McClellan, Andrew",4,61,0,3,62,0,19,46,0,16,49,0,48,17,0,55,10,0
33032-01,Managing the Workplace,Spring,2020,"Friday, 8:30 - 11:30","Prendergast, Canice",43,22,0,65,CLO,1,65,CLO,N/A,65,CLO,N/A,65,CLO,1,65,CLO,0
33032-81,Managing the Workplace,Spring,2020,"Thursday, 6:00 -  9:00","Prendergast, Canice",57,8,0,54,11,0,56,9,0,56,9,N/A,65,CLO,3000,65,CLO,15000
33032-85,Managing the Workplace,Spring,2020,"Saturday, 9:00 - 12:00","Prendergast, Canice",54,11,0,54,11,0,55,10,0,55,10,N/A,57,8,0,65,CLO,0
33040-01,Macroeconomics,Spring,2020,"Thursday, 1:30 -  4:30","Winberry, Thomas",70,CLO,200,70,CLO,1721,69,1,N/A,69,1,N/A,70,CLO,3900,70,CLO,6796
33040-81,Macroeconomics,Spring,2020,"Thursday, 6:00 -  9:00","Winberry, Thomas",42,28,0,38,32,0,39,31,0,38,32,N/A,70,CLO,100,70,CLO,10002
33222-81,Sports Analytics,Spring,2020,"Tuesday, 6:00 -  9:00","Huizinga, John; Murphy, Kevin",26,4,0,24,6,0,24,6,N/A,24,6,N/A,20,10,0,19,11,N/A
33305-01,The Firm and the Non-Market Environment,Spring,2020,"Thursday, 1:30 -  4:30","Bertrand, Marianne",70,CLO,13515,70,CLO,26310,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A
33305-81,The Firm and the Non-Market Environment,Spring,2020,"Thursday, 6:00 -  9:00","Bertrand, Marianne",70,CLO,5000,70,CLO,7301,70,CLO,N/A,70,CLO,N/A,70,CLO,17609,70,CLO,18485
33305-85,The Firm and the Non-Market Environment,Spring,2020,"Saturday, 9:00 - 12:00","Bertrand, Marianne",66,4,0,68,2,0,70,CLO,893,70,CLO,N/A,70,CLO,16206,70,CLO,15074
33314-01,Big Problems,Spring,2020,"Tuesday, 1:30 -  4:30","Malani, Anup; Murphy, Kevin; Topel, Robert; Weisbach, David",25,CLO,4022,25,CLO,N/A,25,CLO,N/A,25,CLO,N/A,25,CLO,5728,25,CLO,4073
33403-01,Advanced Macroeconomics,Spring,2020,"Monday, 8:30 - 11:30","Kashyap, Anil",28,37,0,30,35,0,30,35,N/A,30,35,N/A,45,20,0,56,9,0
33451-81,Real Estate Investments II,Spring,2020,"Thursday, 6:00 -  9:00","Pagliari, Joseph",34,31,0,35,30,0,35,30,N/A,35,30,N/A,37,28,0,35,30,N/A
33471-01,"Business, Politics, and Ethics",Spring,2020,"Thursday, 8:30 - 11:30","Barry, Brian",42,CLO,5287,42,CLO,19000,42,CLO,N/A,42,CLO,N/A,42,CLO,N/A,42,CLO,9351
33502-01,International Financial Policy,Spring,2020,"Thursday, 1:30 -  4:30","Kekre, Rohan",28,37,0,31,34,0,30,35,N/A,30,35,N/A,32,33,0,38,27,0
33502-02,International Financial Policy,Spring,2020,"Thursday, 8:30 - 11:30","Kekre, Rohan",33,32,0,48,17,0,48,17,N/A,48,17,N/A,47,18,0,46,19,0
33502-81,International Financial Policy,Spring,2020,"Wednesday, 6:00 -  9:00","Kekre, Rohan",16,49,0,14,51,0,14,51,N/A,14,51,N/A,21,44,0,32,33,0
33610-60,Applied Economics Workshop,Spring,2020,"Wednesday, 1:20 -  2:50","Covert, Thomas; Prendergast, Canice",1,31,0,1,31,N/A,1,31,N/A,1,31,N/A,1,31,N/A,2,30,0
33650-60,Workshop in Macro and International Economics,Spring,2020,"Monday,11:45 -  1:15","Adao, Rodrigo; Kekre, Rohan; Vavra, Joseph",1,64,0,1,64,N/A,1,64,N/A,1,64,N/A,2,63,0,3,62,0
33701-01,Energy Policy Practicum,Spring,2020,"Wednesday,12:30 -  3:30","Rosner, Robert; Topel, Robert",9,3,1,9,3,N/A,9,3,N/A,9,3,N/A,9,3,N/A,9,3,0
33915-50,Market Design,Spring,2020,"Monday, 4:45 -  7:45","Budish, Eric",12,23,0,13,22,0,13,22,N/A,13,22,N/A,13,22,0,11,24,N/A
33923-50,Advanced Industrial Organization III,Spring,2020,"Tuesday, 1:30 -  4:30","Carlton, Dennis",5,14,0,6,13,0,6,13,N/A,6,13,N/A,7,12,0,9,10,N/A
33948-50,Financial Markets in the Macroeconomy,Spring,2020,"Thursday, 1:30 -  4:20","Guerrieri, Veronica",2,18,0,2,18,N/A,2,18,N/A,2,18,N/A,2,18,N/A,1,19,N/A
34101-01,Entrepreneurial Finance and Private Equity,Spring,2020,"Wednesday, 1:30 -  4:30","Zwick, Eric",62,3,0,65,CLO,3026,63,2,N/A,63,2,N/A,65,CLO,128,64,1,N/A
34101-81,Entrepreneurial Finance and Private Equity,Spring,2020,"Wednesday, 6:00 -  9:00","Zwick, Eric",9,56,0,11,54,0,11,54,N/A,11,54,N/A,22,43,0,24,41,0
34102-01,New Venture Strategy,Spring,2020,"Tuesday, 1:30 -  4:30","Schrager, James",62,3,0,65,CLO,11739,65,CLO,N/A,65,CLO,N/A,65,CLO,7654,65,CLO,12003
34102-81,New Venture Strategy,Spring,2020,"Thursday, 6:00 -  9:00","Bunch, Gregory",40,25,0,36,29,0,36,29,N/A,36,29,N/A,62,3,0,65,CLO,5225
34106-01,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Spring,2020,"Friday, 8:30 - 11:30","Meadow, Scott",51,4,0,55,CLO,1,55,CLO,N/A,55,CLO,N/A,49,6,0,55,CLO,0
34106-85,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Spring,2020,"Saturday, 9:00 - 12:00","Meadow, Scott",55,CLO,5801,55,CLO,9673,55,CLO,N/A,55,CLO,N/A,45,10,0,44,11,0
